Date,return,ret_lag1,ret_lag2,ret_lag3,ret_lag5,ret_lag10,vol_5d,vol_21d,vol_63d,skew_21d,kurt_21d,ret_5d,ret_21d,macro_VIX,macro_VIX_chg,macro_Yield_10Y,macro_Yield_10Y_chg,macro_IG_Spread,macro_IG_Spread_chg,garch_vol,vol_ratio,target
2005-03-31,0.0070246266836178,0.0080278609016646,-0.0061529510765238,-0.0003674335660489,0.002135582046165,0.0014752888320723,0.005838123151320842,0.005858044815413686,0.005234917409827558,-0.15530107616719896,-0.323034692663947,0.008811693421904802,-0.0180370162497133,18.77533442031748,-0.1196206624080638,2.536048566851234,-0.0018820243877279985,1.492149826875662,-0.005909977609488859,0.006555037675635128,1.1152252350932128,0
2005-04-01,0.0032010111491841,0.0070246266836178,0.0080278609016646,-0.0061529510765238,0.0002795904791951,-0.0012691545141596,0.005798685717357569,0.005918738784584947,0.005152942712367129,-0.2055407801847768,-0.4189213305050719,0.011733114091893801,-0.015333279604277002,18.8565870025569,0.08125258223941856,2.535012698317176,-0.0010358685340579044,1.489460107043996,-0.002689719831666215,0.006601167919370381,1.1253132021647851,0
2005-04-04,-0.0014541951416668,0.0032010111491841,0.0070246266836178,0.0080278609016646,-0.0003674335660489,-0.0097943624933305,0.005944386620120092,0.00536522854966516,0.005074005518684602,-0.3969490950517286,-0.3737611981477388,0.010646352516275902,-0.0269658652964078,18.99221100541398,0.13562400285708165,2.53287394664163,-0.0021387516755462244,1.4885455992068766,-0.0009145078371193271,0.006389593877527509,1.1715349703268403,0
2005-04-05,-0.0008700046441688,-0.0014541951416668,0.0032010111491841,0.0070246266836178,-0.0061529510765238,-0.0113804275254996,0.004363527290788471,0.0053170163361556015,0.005046693779012149,-0.3375010964671046,-0.3129630677297571,0.0159292989486309,-0.029731035129168804,18.98500999325595,-0.007201012158031261,2.5425771086595126,0.009703162017882683,1.4827183915757711,-0.005827207631105447,0.006163787440428601,0.8646291682375296,0
2005-04-06,0.0042030564573362,-0.0008700046441688,-0.0014541951416668,0.0032010111491841,0.0080278609016646,-0.0104076431650445,0.0035645957048077797,0.00536013186335512,0.005039410865891554,-0.3299493918906794,-0.3614851061553999,0.012104494504302501,-0.0288372634210304,19.08536328304515,0.10035328978920077,2.5467647082607874,0.004187599601274794,1.4900717015290328,0.007353309953261666,0.005940432269853298,0.7073423315234747,0
2005-04-07,-0.0016063074872624,0.0042030564573362,-0.0008700046441688,-0.0014541951416668,0.0070246266836178,0.002135582046165,0.0027816742717889005,0.005332418055361858,0.0050439401725411595,-0.39424549484743976,-0.264059473714204,0.0034735603334223007,-0.0266708930771658,19.121526885549915,0.03616360250476447,2.5489705436381613,0.0022058353773739547,1.4834452946692704,-0.006626406859762346,0.005833173144864859,0.5514872622913884,0
2005-04-08,-0.0047392109841994,-0.0016063074872624,0.0042030564573362,-0.0008700046441688,0.0032010111491841,0.0002795904791951,0.0032244149137410573,0.005371255723008437,0.0050901307615855065,-0.35202436325151937,-0.37173181694071755,-0.004466661799961199,-0.0282417707706412,19.057014910089404,-0.0645119754605119,2.5362610264272383,-0.01270951721092306,1.4901758117885828,0.006730517119312385,0.005654280146701168,0.6334628185678499,0
2005-04-11,0.0002311501163125,-0.0047392109841994,-0.0016063074872624,0.0042030564573362,-0.0014541951416668,-0.0003674335660489,0.00323918285203819,0.005364039655434068,0.004974079572245955,-0.34227658902135627,-0.36214190109291333,-0.0027813165419818993,-0.028671837565441498,19.093154470640243,0.03613956055083989,2.5324752289951067,-0.003785797432131588,1.4961016269457796,0.005925815157196812,0.005675358276121638,0.6512112025710063,0
2005-04-12,-0.0015753580366127,0.0002311501163125,-0.0047392109841994,-0.0016063074872624,-0.0008700046441688,-0.0061529510765238,0.0032714613689226357,0.005364173325226595,0.004979104213622302,-0.3330209386617618,-0.36705215196792984,-0.0034866699344257993,-0.0289855368117689,19.24695812728684,0.15380365664659834,2.5414619205984987,0.00898669160339205,1.5005931396942247,0.004491512748445059,0.005474545242567395,0.6570368199171415,0
2005-04-13,-0.0121573602716043,-0.0015753580366127,0.0002311501163125,-0.0047392109841994,0.0042030564573362,0.0080278609016646,0.0049141521848924,0.005701900740043007,0.005209516451302817,-0.4513497173830344,-0.3828795495670527,-0.0198470866633663,-0.0334009427855886,19.24337552337585,-0.003582603910992077,2.541838886329738,0.0003769657312391317,1.497124306656741,-0.0034688330374836873,0.005323184917187698,0.9433011293499529,0
2005-04-14,-0.0105670059045913,-0.0121573602716043,-0.0015753580366127,0.0002311501163125,-0.0016063074872624,0.0070246266836178,0.005442440408095725,0.005966864683923012,0.005383103345274418,-0.26385963958822817,-0.7695473945536337,-0.028807785080695203,-0.045763248145165,19.39983988895725,0.15646436558139953,2.5484342010256293,0.006595314695891474,1.4988365610526255,0.001712254395884516,0.006408452861833357,1.0110209573932505,0
2005-04-15,-0.0090697459765187,-0.0105670059045913,-0.0121573602716043,-0.0015753580366127,-0.0047392109841994,0.0032010111491841,0.005581864529601811,0.006086454791656919,0.005495459417761484,-0.06654833404971017,-0.9584739071654118,-0.033138320073014496,-0.056308282953756,19.13786537854827,-0.26197451040897946,2.566099319028905,0.017665118003275637,1.4924497053848724,-0.0063868556677531,0.006999734633397456,1.0157211523297893,0
2005-04-18,0.00599075563464,-0.0090697459765187,-0.0105670059045913,-0.0121573602716043,0.0002311501163125,-0.0014541951416668,0.007585766581630234,0.006370242886733983,0.00542982869114455,-0.09935345152165977,-1.1491526382772341,-0.027378714554687,-0.0490483728049564,19.220055628985797,0.08219025043752737,2.5764853797209937,0.010386060692088694,1.4970042405600412,0.004554535175168795,0.007297872833323391,1.3970519223714248,0
2005-04-19,0.014595582539827,0.00599075563464,-0.0090697459765187,-0.0105670059045913,-0.0015753580366127,-0.0008700046441688,0.011890339123435519,0.007121468854523729,0.005653630705139621,0.18924369352267253,-0.28874336424709784,-0.0112077739782473,-0.024658427771798896,19.22876033580961,0.008704706823813524,2.577416963097991,0.0009315833769973914,1.49663431665236,-0.0003699239076813132,0.007184311715382966,2.1031296015373298,0
2005-04-20,-0.007754813390168,0.014595582539827,0.00599075563464,-0.0090697459765187,-0.0121573602716043,0.0042030564573362,0.011109871693291655,0.006902238360734712,0.005646952675212887,0.2556791935911862,-0.16317916567048843,-0.006805227096810997,-0.0210328136364673,19.198859600763026,-0.02990073504658497,2.572307071396034,-0.005109891701957192,1.4945877155794265,-0.0020466010729334183,0.008108250565618123,1.9674066099388237,0
2005-04-21,0.0149717709213437,-0.007754813390168,0.014595582539827,0.00599075563464,-0.0105670059045913,-0.0016063074872624,0.01167564080657096,0.007378410367384019,0.00594622667467791,0.33629148234078476,-0.12931388670585475,0.018733549729124003,0.004346600449920902,19.20803567841657,0.009176077653545889,2.546771575435475,-0.02553549596055893,1.488468991346145,-0.006118724233281414,0.00812923309133616,1.9635344917049398,0
2005-04-22,0.0009917918324604,0.0149717709213437,-0.007754813390168,0.014595582539827,-0.0090697459765187,-0.0047392109841994,0.009596398748514026,0.007367675749755389,0.005943662409840722,0.36135185307337236,-0.09726705314199346,0.028795087538103104,0.003202810236216302,19.00927878695649,-0.19875689146008213,2.5450877262107463,-0.0016838492247286396,1.476081460753,-0.012387530593145124,0.008925478525344692,1.6145571435978905,0
2005-04-25,0.0029281286830744,0.0009917918324604,0.0149717709213437,-0.007754813390168,0.00599075563464,0.0002311501163125,0.009675326454059075,0.0073925867173757,0.005929125251695975,0.3040612578686292,-0.1693961588015985,0.0257324605865375,0.005851348440095602,18.98731159817273,-0.021967188783758473,2.541827601252578,-0.003260124958168298,1.4708887564678212,-0.005192704285178706,0.008508416116822933,1.6318275841812744,0
2005-04-26,-0.0051895033102213,0.0029281286830744,0.0009917918324604,0.0149717709213437,0.014595582539827,-0.0015753580366127,0.00885586437363191,0.007487932460169922,0.005970438792998287,0.372821983184073,-0.26878410432615635,0.005947374736489204,0.0010292786959232017,19.02302285532391,0.03571125715117773,2.545731263196532,0.0039036619439540843,1.4764527474458855,0.005563990978064259,0.008151157757589124,1.4832828620885974,0
2005-04-27,-0.010758547218834,-0.0051895033102213,0.0029281286830744,0.0009917918324604,-0.007754813390168,-0.0121573602716043,0.009678013634685161,0.007741807219101875,0.006100427666672074,0.30935765603100307,-0.40828013175129324,0.002943640907823203,-0.0035763174463869984,19.17081225979806,0.14778940447414968,2.5441922109267847,-0.0015390522697473763,1.4744385803035116,-0.0020141671423739016,0.007965745929415412,1.5864457869241266,0
2005-04-28,-0.0076489660816527,-0.010758547218834,-0.0051895033102213,0.0029281286830744,0.0149717709213437,-0.0105670059045913,0.005772866087585832,0.007667232757184483,0.006140082775079275,0.5235415546825907,-0.14078548462008358,-0.019677096095173194,-0.0192531444297043,19.11898523797069,-0.05182702182736776,2.540988360332417,-0.0032038505943678963,1.4735919360179364,-0.0008466442855752376,0.008329830982826471,0.9401919969379124,0
2005-04-29,0.0032713794733365,-0.0076489660816527,-0.010758547218834,-0.0051895033102213,0.0009917918324604,-0.0090697459765187,0.006323076113425622,0.007515094232250571,0.006153618926384156,0.5792117255107382,0.1253893892626053,-0.0173975084542971,-0.0230063916399856,19.038135877681377,-0.08084936028931367,2.523194371027345,-0.01779398930507181,1.4768697078093789,0.0032777717914425075,0.008317475784417282,1.0275361399051783,0
2005-05-02,0.0040517204143235,0.0032713794733365,-0.0076489660816527,-0.010758547218834,0.0029281286830744,0.00599075563464,0.00662069206838728,0.007541658658308294,0.006174194524404718,0.5626527537456262,0.06698741426899096,-0.016273916723047996,-0.022155682374846202,18.98796017332292,-0.05017570435845542,2.513794692735844,-0.009399678291500901,1.48589805219996,0.0090283443905812,0.007983697529809033,1.072314990897651,0
2005-05-03,-0.003999945337767,0.0040517204143235,0.0032713794733365,-0.0076489660816527,-0.0051895033102213,0.014595582539827,0.006554833508075717,0.007568807289080182,0.006165486289501157,0.6064851334732567,0.06291689637173051,-0.015084358750593697,-0.0247014325709464,19.07950038509313,0.09154021177020866,2.5185612031438493,0.004766510408005242,1.4925230754746883,0.006625023274728248,0.007703358753739668,1.0631477500420425,0
2005-05-04,0.0109685199387167,-0.003999945337767,0.0040517204143235,0.0032713794733365,-0.010758547218834,-0.007754813390168,0.007299108189495909,0.00802017733880852,0.006296921208508456,0.468158947238684,-0.5215774339371583,0.0066427084069570035,-0.0128629079880609,19.112375496059094,0.03287511096596418,2.5357202794551763,0.01715907631132696,1.4876614004556072,-0.00486167501908108,0.007484075077202834,1.159153236362707,0
2005-05-05,0.0031455229974242,0.0109685199387167,-0.003999945337767,0.0040517204143235,-0.0076489660816527,0.0149717709213437,0.005303524724640635,0.0079916980255578,0.006260232576974118,0.4877316338655392,-0.4696668935256791,0.017437197486033902,-0.0139204414479729,19.059399475682397,-0.05297602037669691,2.53474502561772,-0.0009752538374563358,1.4779485475984202,-0.009712852857187038,0.007838229129463468,0.8471755941451216,0
2005-05-06,-0.0035293492243722,0.0031455229974242,0.0109685199387167,-0.003999945337767,0.0032713794733365,0.0009917918324604,0.006173494915461045,0.00801403532742476,0.00627852362097953,0.519115998386357,-0.4743748546187576,0.010636468788325203,-0.0158434831850827,19.11072621899373,0.051326743311332024,2.5380231363534613,0.0032781107357413575,1.4897466188939208,0.01179807129550059,0.007533772733278199,0.9832701850687713,0
